WKT,gid,stop_a,stop_b,koereplan_version,meter
"LINESTRING (10.1648204 55.9055829,10.164827 55.905608,10.164979 55.905587,10.166674 55.905357,10.168369 55.905127,10.168789 55.905055,10.169184 55.904955,10.169464 55.904843,10.16974 55.904719,10.170076 55.904517,10.170543 55.9042,10.170961 55.903969,10.171333 55.903828,10.171741 55.903709,10.17217 55.903645,10.172617 55.903608,10.1751403 55.9034641,10.1776635 55.9033201,10.1801868 55.9031761,10.18271 55.903032,10.183206 55.903013,10.184092 55.903002,10.184451 55.903012,10.184688 55.90314,10.184719 55.903156,10.184776 55.903187,10.185395 55.903521,10.185432 55.903541,10.18564 55.903653,10.1862 55.904031,10.1862697 55.9040951)","199019","727201809","727201001",K22,"1465"
"LINESTRING (10.029813 55.973643,10.029752 55.973629,10.02955 55.973607,10.02914 55.973643,10.029005 55.973632,10.02891 55.973624,10.028653 55.973572,10.027192 55.973101,10.0268 55.973018,10.025403 55.972763,10.024282 55.972545,10.023705 55.972451,10.022446 55.972318,10.021926 55.972291,10.020168 55.9722785,10.01841 55.972266,10.017833 55.972253,10.017227 55.972272,10.014726 55.97254,10.014438 55.97259,10.012125 55.973165,10.010495 55.97354,10.009873 55.97366,10.009365 55.973733,10.009678 55.974316,10.009803 55.974618,10.010063 55.97527,10.010212 55.975639,10.0103 55.975855,10.011302 55.978349,10.011541 55.978943,10.011773 55.979403,10.01203 55.979797,10.012321 55.980176,10.012745 55.98064,10.013849 55.981681,10.015423 55.983147,10.016238 55.983942,10.016518 55.984133,10.016767 55.984269,10.017755 55.984749,10.018916 55.985313,10.01956 55.985677,10.0198893 55.9859007,10.020146 55.986075,10.020513 55.986406,10.021034 55.986968,10.021388 55.987287,10.022013 55.987796,10.022411 55.988137,10.022888 55.988537,10.023079 55.988771,10.023176 55.988917,10.023232 55.989029,10.023253 55.989074,10.023302 55.989286,10.023313 55.989527,10.023287 55.989671,10.023134 55.990065,10.022271 55.991924,10.022284 55.992143,10.022321 55.992264,10.022366 55.992274,10.022408 55.992288,10.022584 55.992251,10.0226791 55.9922313,10.022758 55.992215,10.022968 55.992156,10.023336 55.991988,10.023641 55.991827,10.025038 55.990997,10.02665 55.990045,10.028104 55.989196,10.0282 55.98914,10.028872 55.988748,10.02894 55.988708,10.029804 55.988204,10.029878 55.988161,10.031531 55.987208,10.032209 55.986871,10.032897 55.986572,10.033618 55.986288,10.035429 55.98567,10.036335 55.985378,10.03705 55.985185,10.037668 55.985053,10.039585 55.98468,10.04064 55.984425,10.041262 55.984228,10.044161 55.983189,10.044843 55.982897,10.045456 55.982591,10.04604 55.982236,10.047621 55.981149,10.048027 55.98087,10.049062 55.980158,10.049133 55.980109,10.050322 55.979298,10.050627 55.979089,10.050933 55.97888,10.051896 55.978197,10.052208 55.977986,10.052521 55.977768,10.052831 55.977551,10.0528944 55.977509,10.053257 55.977269,10.053719 55.976955,10.053651 55.976912,10.053613 55.976859,10.05361 55.976802,10.053642 55.976748,10.053705 55.976703,10.053792 55.976673,10.053892 55.976661,10.053994 55.97667,10.054083 55.976697,10.054153 55.976742,10.054189 55.976797,10.054189 55.976856,10.054161 55.976901,10.054111 55.97694,10.054043 55.976969,10.053963 55.976986,10.05421 55.977527,10.054315 55.97786,10.054382 55.978207,10.0544 55.978599,10.054383 55.978934,10.054369 55.979191,10.054361 55.979357,10.054377 55.979506,10.0544323 55.9797362)","198628","727700809","727200102",K22,"6703"
"LINESTRING (10.0748242 55.8569321,10.074781 55.85693,10.074629 55.856912,10.07442 55.85686,10.074059 55.856737,10.0738 55.856665,10.073554 55.856624,10.072958 55.856575,10.072676 55.856565,10.071566 55.856473,10.071461 55.856472,10.071293 55.85647,10.070941 55.856493,10.070676 55.856523,10.070092 55.856597,10.069683 55.856635,10.069483 55.856646,10.069275 55.856651,10.069047 55.856634,10.068599 55.856534,10.067772 55.856437,10.067615 55.856424,10.066907 55.856366,10.066611 55.856361,10.066347 55.85638,10.066287 55.856384,10.065444 55.85655,10.065325 55.856562,10.064794 55.856608,10.064367 55.85663,10.063972 55.856636,10.063836 55.856631,10.06362 55.856623,10.063279 55.856554,10.062863 55.856393,10.062531 55.856301,10.061719 55.85618,10.061596 55.856176,10.061365 55.856167,10.060941 55.85619,10.060287 55.856212,10.059942 55.856177,10.059787 55.856161,10.0595675 55.8561137)","196902","727700909","727201601",K22,"987"
"LINESTRING (10.0748242 55.8569321,10.075371 55.856959,10.076256 55.856983,10.077094 55.857005,10.077632 55.857055,10.07798 55.857111,10.078288 55.85712,10.0786 55.857097,10.078708 55.857094,10.079116 55.857084,10.080281 55.857155,10.080339 55.85716,10.080628 55.857184,10.080977 55.857268,10.082054 55.857584,10.082597 55.857682,10.083133 55.857732,10.083654 55.857804,10.083866 55.857834,10.084516 55.857942,10.085024 55.85806,10.085174 55.858095,10.085852 55.85832,10.086222 55.85839,10.08657 55.858433,10.0871794 55.8584873)","196909","727700909","727701109",K22,"805"
"LINESTRING (10.101664 55.8628664,10.101838 55.862926,10.102414 55.863123,10.10289 55.863277,10.103255 55.863347,10.103568 55.86339,10.104045 55.86342,10.106468 55.863391,10.108891 55.863362,10.10934 55.863347,10.109687 55.863323,10.110082 55.863278,10.110537 55.863196,10.111849 55.862898,10.113921 55.862446,10.114154 55.862413,10.114383 55.862424,10.114567 55.862478,10.114713 55.862576,10.114801 55.862695,10.115615 55.864371,10.118262 55.869742,10.119016 55.871285,10.119221 55.871712,10.119308 55.871936,10.119348 55.872261,10.119402 55.873318,10.119559 55.875408,10.119565 55.875787,10.119438 55.876074,10.119201 55.876349,10.118864 55.876694,10.118635 55.876989,10.118423 55.877325,10.118327 55.877596,10.118297 55.877803,10.118312 55.878014,10.1184 55.878332,10.118559 55.87876,10.119046 55.880076,10.119264 55.880692,10.119458 55.881205,10.119641 55.881523,10.119814 55.881751,10.120166 55.882105,10.12062 55.882526,10.120741 55.882693,10.120913 55.882929,10.12101 55.883101,10.121078 55.883281,10.121248 55.883829,10.12141 55.884452,10.121444 55.884791,10.121421 55.884985,10.121402 55.885227,10.121339 55.885422,10.120944 55.886485,10.120798 55.886879,10.120773 55.887055,10.120782 55.887207,10.12079 55.887295,10.120812 55.887541,10.120846 55.887911,10.120857 55.888033,10.120893 55.88838,10.12093 55.888482,10.121005 55.888583,10.1211264 55.88865)","196910","727701009","727201501",K22,"3855"
"LINESTRING (10.101664 55.8628664,10.100637 55.862515,10.0977294 55.861503,10.094822 55.860491,10.092215 55.859593,10.091949 55.859491,10.091865 55.859454,10.091811 55.859426,10.091688 55.859342,10.091519 55.85921,10.091361 55.859079,10.09117 55.858948,10.091064 55.858897,10.090879 55.858813,10.090669 55.858744,10.090401 55.858672,10.090132 55.858609,10.090054 55.858589,10.089607 55.858518,10.089238 55.858502,10.089066 55.858491,10.088665 55.858491,10.088186 55.858498,10.087715 55.858515,10.087437 55.858504,10.087187 55.858488,10.0871794 55.8584873)","196903","727701009","727701109",K22,"1056"
"LINESTRING (10.0871794 55.8584873,10.08657 55.858433,10.086222 55.85839,10.085852 55.85832,10.085174 55.858095,10.085024 55.85806,10.084516 55.857942,10.083866 55.857834,10.083654 55.857804,10.083133 55.857732,10.082597 55.857682,10.082054 55.857584,10.080977 55.857268,10.080628 55.857184,10.080339 55.85716,10.080281 55.857155,10.079116 55.857084,10.078708 55.857094,10.0786 55.857097,10.078288 55.85712,10.07798 55.857111,10.077632 55.857055,10.077094 55.857005,10.076256 55.856983,10.075371 55.856959,10.0748242 55.8569321)","196904","727701109","727700909",K22,"805"
"LINESTRING (10.0871794 55.8584873,10.087187 55.858488,10.087437 55.858504,10.087715 55.858515,10.088186 55.858498,10.088665 55.858491,10.089066 55.858491,10.089238 55.858502,10.089607 55.858518,10.090054 55.858589,10.090132 55.858609,10.090401 55.858672,10.090669 55.858744,10.090879 55.858813,10.091064 55.858897,10.09117 55.858948,10.091361 55.859079,10.091519 55.85921,10.091688 55.859342,10.091811 55.859426,10.091865 55.859454,10.091949 55.859491,10.092215 55.859593,10.094822 55.860491,10.0977294 55.861503,10.100637 55.862515,10.101664 55.8628664)","196911","727701109","727701009",K22,"1056"
"LINESTRING (10.0544714 55.8549431,10.054732 55.85499,10.055004 55.855039,10.055467 55.85516,10.055618 55.855178,10.055701 55.855187,10.05594 55.855177,10.05619 55.855185,10.057267 55.855386,10.057637 55.855431,10.057986 55.855481,10.058145 55.855512,10.058286 55.855563,10.058385 55.855656,10.058482 55.855817,10.058686 55.855917,10.059017 55.855992,10.059383 55.856074,10.0595675 55.8561137)","196912","727701209","727201601",K22,"358"
"LINESTRING (10.0544714 55.8549431,10.053954 55.85485,10.053548 55.854749,10.053155 55.854636,10.052282 55.854385,10.052048 55.854337,10.051751 55.854318,10.051202 55.854321,10.050244 55.854395,10.048469 55.854551,10.047985 55.85456,10.04762 55.854534,10.047468 55.854505,10.047424 55.854447,10.047408 55.854389,10.047404 55.854264,10.047486 55.851912,10.04755 55.849971,10.047562 55.849608,10.047567 55.84947,10.0475946 55.8486201)","196905","727701209","727201709",K22,"1112"
"LINESTRING (10.1829005 56.0040511,10.182715 56.003993,10.182437 56.003901,10.182164 56.003806,10.181895 56.003708,10.180888 56.00333,10.178886 56.00238,10.176884 56.00143,10.175776 56.000907,10.1735609 55.9998605,10.171346 55.998814,10.1680769 55.9972705,10.164808 55.995727,10.1646 55.995631,10.164369 55.99552,10.164124 55.995399,10.163885 55.995274,10.163665 55.995155,10.163447 55.995032,10.16324 55.994912,10.163025 55.994781,10.162795 55.994635,10.162576 55.994488,10.162366 55.994344,10.16216 55.994191,10.161954 55.994034,10.161766 55.993883,10.161596 55.993741,10.161427 55.993591,10.161259 55.993437,10.161075 55.993261,10.160897 55.99308,10.160735 55.992901,10.160566 55.992706,10.160369 55.992463,10.16017 55.992196,10.158433 55.989662,10.158403 55.989616,10.156294 55.986543,10.154309 55.983663,10.154177 55.983471,10.15404 55.983271,10.1536552 55.9827085)","214516","860150102","860152201",K22,"3087"
"LINESTRING (10.1504594 55.9716781,10.150437 55.97183,10.150395 55.972119,10.150373 55.972299,10.150358 55.972493,10.150352 55.972612,10.15034 55.972915,10.150326 55.973006,10.150325 55.973078,10.150322 55.973262,10.150328 55.973443,10.150347 55.973678,10.150391 55.974041,10.150421 55.974264,10.150457 55.974486,10.150477 55.974597,10.150504 55.974722,10.150527 55.974819,10.150558 55.974929,10.15059 55.97504,10.151032 55.976424,10.151141 55.976738,10.151291 55.977175,10.151588 55.977999,10.151606 55.978051,10.151622 55.978094,10.152412 55.980265,10.152539 55.980609,10.152677 55.980949,10.152812 55.981247,10.152965 55.981563,10.15312 55.981846,10.153284 55.98213,10.153458 55.982412,10.153644 55.982692,10.15404 55.983271,10.154177 55.983471,10.154309 55.983663,10.1546658 55.9841807)","214316","860151902","860152202",K22,"1427"
"LINESTRING (10.1536552 55.9827085,10.153644 55.982692,10.153458 55.982412,10.153284 55.98213,10.15312 55.981846,10.152965 55.981563,10.152812 55.981247,10.152677 55.980949,10.152539 55.980609,10.152412 55.980265,10.151622 55.978094,10.151606 55.978051,10.151588 55.977999,10.151291 55.977175,10.151141 55.976738,10.151032 55.976424,10.15059 55.97504,10.150558 55.974929,10.150527 55.974819,10.150504 55.974722,10.150477 55.974597,10.150457 55.974486,10.150421 55.974264,10.150391 55.974041,10.150347 55.973678,10.150328 55.973443,10.150322 55.973262,10.150325 55.973078,10.150326 55.973006,10.15034 55.972915,10.150412 55.972616,10.1504385 55.9725062)","214400","860152201","860151903",K22,"1160"
